locs,techs,timesteps,required_resource
CNOR,demand_power,2019-01-18 20:00:00,-4654905.075
CNOR,demand_power,2019-01-18 21:00:00,-4325887.568
CNOR,demand_power,2019-01-18 22:00:00,-3998507.499
CNOR,demand_power,2019-01-18 23:00:00,-3632582.437
CNOR,demand_power,2019-01-19 00:00:00,-3308985.88
CNOR,demand_power,2019-01-19 01:00:00,-3133285.073
CNOR,demand_power,2019-01-19 02:00:00,-3004159.764
CNOR,demand_power,2019-01-19 03:00:00,-2933387.791
CNOR,demand_power,2019-01-19 04:00:00,-2970944.52
CNOR,demand_power,2019-01-19 05:00:00,-3217984.842
CNOR,demand_power,2019-01-19 06:00:00,-3864689.954
CNOR,demand_power,2019-01-19 07:00:00,-4556359.141
CNOR,demand_power,2019-01-19 08:00:00,-5047612.843
CNOR,demand_power,2019-01-19 09:00:00,-5313309.679
CNOR,demand_power,2019-01-19 10:00:00,-5174384.857
CNOR,demand_power,2019-01-19 11:00:00,-5309577.898
CNOR,demand_power,2019-01-19 12:00:00,-4916685.634
CNOR,demand_power,2019-01-19 13:00:00,-4777056.617
CNOR,demand_power,2019-01-19 14:00:00,-5034162.583
CNOR,demand_power,2019-01-19 15:00:00,-4996452.755
CNOR,demand_power,2019-01-19 16:00:00,-4972172.256
CNOR,demand_power,2019-01-19 17:00:00,-5083998.905
CNOR,demand_power,2019-01-19 18:00:00,-5013456.879
CNOR,demand_power,2019-01-19 19:00:00,-4910177.743
CNOR,demand_power,2019-01-19 20:00:00,-4566821.883
CNOR,demand_power,2019-01-19 21:00:00,-4267649.654
CNOR,demand_power,2019-01-19 22:00:00,-3889003.046
CNOR,demand_power,2019-01-19 23:00:00,-3558217.727
CNOR,demand_power,2019-01-20 00:00:00,-3242662.441
CNOR,demand_power,2019-01-20 01:00:00,-3141851.125
CNOR,demand_power,2019-01-20 02:00:00,-3125742.27
CNOR,demand_power,2019-01-20 03:00:00,-3061947.053
CNOR,demand_power,2019-01-20 04:00:00,-3076080.576
CNOR,demand_power,2019-01-20 05:00:00,-3289661.055
CNOR,demand_power,2019-01-20 06:00:00,-3903284.585
